episode,step,action,empty_cells,times_max_reduced,times_other_reduced,max_tile_val,special_pos_row,special_pos_col,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,state_13,state_14,state_15,next_0,next_1,next_2,next_3,next_4,next_5,next_6,next_7,next_8,next_9,next_10,next_11,next_12,next_13,next_14,next_15
44,0,Down,13,0,0,2,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0
44,1,Right,13,0,0,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4
44,2,Down,12,0,0,4,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,4
44,3,Right,11,0,0,4,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,4,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2,4
44,4,Down,11,0,0,4,1,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,4,2,0,2,4
44,5,Right,11,0,0,4,1,1,0,0,0,2,0,0,0,0,0,0,0,4,2,0,2,4,0,0,0,2,0,0,0,0,0,2,0,4,0,0,4,4
44,6,Down,11,0,0,8,1,1,0,0,0,2,0,0,0,0,0,2,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,2,0,2,4,8
44,7,Right,11,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,4,8,0,0,0,0,0,0,0,0,2,0,0,4,0,2,4,8
44,8,Down,10,0,0,8,1,1,0,0,0,0,0,0,0,0,2,0,0,4,0,2,4,8,0,0,2,0,0,0,0,0,0,0,0,4,2,2,4,8
44,9,Right,10,0,0,8,1,1,0,0,2,0,0,0,0,0,0,0,0,4,2,2,4,8,0,0,0,2,2,0,0,0,0,0,0,4,0,4,4,8
44,10,Down,9,0,0,8,1,1,0,0,0,2,2,0,0,0,0,0,0,4,0,4,4,8,2,0,0,0,0,0,0,2,0,0,0,4,2,4,4,8
44,11,Right,9,0,0,8,1,1,2,0,0,0,0,0,0,2,0,0,0,4,2,4,4,8,0,0,0,2,0,0,0,2,0,0,2,4,0,2,8,8
44,12,Down,9,0,0,8,1,1,0,0,0,2,0,0,0,2,0,0,2,4,0,2,8,8,0,0,2,0,0,0,0,4,0,0,2,4,0,2,8,8
44,13,Right,9,0,0,16,1,1,0,0,2,0,0,0,0,4,0,0,2,4,0,2,8,8,0,0,0,2,0,0,0,4,0,0,2,4,0,2,2,16
44,14,Down,10,0,0,16,1,1,0,0,0,2,0,0,0,4,0,0,2,4,0,2,2,16,0,0,0,0,0,0,0,2,0,2,0,8,0,2,4,16
44,15,Right,9,0,0,16,1,1,0,0,0,0,0,0,0,2,0,2,0,8,0,2,4,16,0,2,0,0,0,0,0,2,0,0,2,8,0,2,4,16
